match_number,batsman,runs_scored,balls_faced,fours,sixes,strike_rate,bowler,balls_bowled,runs_conceded,wickets,overs,economy
18,M Muralitharan,6.0,8.0,0.0,0.0,75.0,M Muralitharan,49.0,65.0,bowledcaughtstumped,8.1,8.02
18,MA Starc,8.0,17.0,0.0,0.0,47.06,MA Starc,26.0,15.0,0,4.2,3.57
18,MC Henriques,5.0,4.0,1.0,0.0,125.0,MC Henriques,25.0,33.0,caughtcaught,4.1,8.05
18,MG Johnson,13.0,8.0,1.0,0.0,162.5,MG Johnson,55.0,58.0,caughtbowledcaughtbowledrun out,9.1,6.37
18,MW Short,36.0,27.0,6.0,1.0,133.33,MW Short,6.0,8.0,0,1.0,8.0
18,Mohammed Shami,0.0,1.0,0.0,0.0,0.0,Mohammed Shami,94.0,148.0,caught,15.4,9.61
18,N Rana,25.0,32.0,1.0,1.0,78.12,N Rana,1.0,0.0,0,0.1,0.0
18,P Awana,0.0,1.0,0.0,0.0,0.0,P Awana,24.0,36.0,caught,4.0,9.0
18,P Kumar,15.0,8.0,2.0,1.0,187.5,P Kumar,51.0,36.0,caughtcaughtcaught,8.3,4.34
18,PJ Cummins,13.0,10.0,0.0,1.0,130.0,PJ Cummins,73.0,105.0,caughtcaughtcaught,12.1,8.68
18,PJ Sangwan,1.0,1.0,0.0,0.0,100.0,PJ Sangwan,26.0,30.0,run out,4.2,7.14
18,PP Chawla,9.0,12.0,0.0,0.0,75.0,PP Chawla,44.0,68.0,lbwcaught,7.2,9.44
18,R Ashwin,11.0,10.0,1.0,0.0,110.0,R Ashwin,98.0,128.0,caughtcaughtcaughtcaughtcaughtbowled,16.2,7.9
18,R Dhawan,27.0,25.0,3.0,0.0,108.0,R Dhawan,50.0,53.0,caughtcaughtcaught,8.2,6.46
18,R Ravindra,12.0,9.0,2.0,0.0,133.33,R Ravindra,6.0,3.0,0,1.0,3.0
18,R Tewatia,10.0,10.0,1.0,0.0,100.0,R Tewatia,36.0,56.0,run outcaught,6.0,9.33
18,R Vinay Kumar,11.0,9.0,1.0,0.0,122.22,R Vinay Kumar,67.0,107.0,run outcaughtcaughtcaughtbowled,11.1,9.64
18,RA Jadeja,96.0,64.0,8.0,3.0,150.0,RA Jadeja,90.0,115.0,caught,15.0,7.67
18,RJ Harris,2.0,3.0,0.0,0.0,66.67,RJ Harris,26.0,31.0,0,4.2,7.38
18,S Aravind,14.0,8.0,3.0,0.0,175.0,S Aravind,18.0,48.0,0,3.0,16.0
18,S Dube,67.0,43.0,4.0,5.0,155.81,S Dube,6.0,5.0,0,1.0,5.0
18,SC Ganguly,51.0,41.0,4.0,2.0,124.39,SC Ganguly,6.0,14.0,0,1.0,14.0
18,SK Warne,7.0,10.0,0.0,0.0,70.0,SK Warne,37.0,52.0,caughtcaught and bowledlbw,6.1,8.52
18,SM Curran,22.0,25.0,1.0,1.0,88.0,SM Curran,66.0,92.0,bowled,11.0,8.36
18,SP Narine,8.0,12.0,1.0,0.0,66.67,SP Narine,68.0,67.0,caughtrun outbowled,11.2,5.98
18,SR Watson,186.0,144.0,26.0,6.0,129.17,SR Watson,27.0,36.0,caughtcaught,4.3,8.37
18,STR Binny,12.0,8.0,1.0,1.0,150.0,STR Binny,18.0,18.0,run out,3.0,6.0
18,Shahbaz Ahmed,18.0,19.0,0.0,1.0,94.74,Shahbaz Ahmed,18.0,30.0,caught,3.0,10.0
18,Shivam Mavi,5.0,7.0,1.0,0.0,71.43,Shivam Mavi,47.0,50.0,caught,7.5,6.67
18,Sohail Tanvir,3.0,3.0,0.0,0.0,100.0,Sohail Tanvir,26.0,32.0,bowledcaughtrun out,4.2,7.62
18,TK Curran,1.0,3.0,0.0,0.0,33.33,TK Curran,1.0,6.0,0,0.1,60.0
18,TM Dilshan,7.0,10.0,1.0,0.0,70.0,TM Dilshan,6.0,4.0,0,1.0,4.0
18,Umar Gul,2.0,2.0,0.0,0.0,100.0,Umar Gul,27.0,36.0,caughtlbwbowledrun out,4.3,8.37
18,VR Aaron,11.0,15.0,0.0,0.0,73.33,VR Aaron,25.0,33.0,caughtcaught,4.1,8.05
18,YK Pathan,176.0,103.0,15.0,10.0,170.87,YK Pathan,24.0,30.0,run out,4.0,7.5
18,Yuvraj Singh,35.0,32.0,3.0,1.0,109.38,Yuvraj Singh,18.0,26.0,0,3.0,8.67
18,Z Khan,0.0,3.0,0.0,0.0,0.0,Z Khan,48.0,48.0,caughtcaughtcaught,8.0,6.0
19,AB Agarkar,6.0,8.0,0.0,0.0,75.0,AB Agarkar,37.0,50.0,run outcaughtbowled,6.1,8.2
19,AC Voges,45.0,24.0,5.0,1.0,187.5,AC Voges,12.0,12.0,0,2.0,6.0
19,AD Russell,46.0,38.0,4.0,2.0,121.05,AD Russell,33.0,44.0,caughtcaughtcaughtcaughtcaught,5.3,8.3
19,AJ Finch,80.0,63.0,11.0,2.0,126.98,AJ Finch,6.0,9.0,0,1.0,9.0
19,AM Nayar,0.0,1.0,0.0,0.0,0.0,AM Nayar,18.0,21.0,caught,3.0,7.0
19,AR Patel,29.0,26.0,2.0,1.0,111.54,AR Patel,67.0,86.0,caughtcaughtstumpedcaught,11.1,7.75
19,B Kumar,2.0,6.0,0.0,0.0,33.33,B Kumar,119.0,120.0,lbwcaughtcaughtbowledlbwcaughtcaughtcaughtlbwcaught,19.5,6.15
19,BJ Hodge,17.0,16.0,2.0,1.0,106.25,BJ Hodge,24.0,30.0,caughtcaughtcaught,4.0,7.5
19,C Green,5.0,6.0,0.0,0.0,83.33,C Green,20.0,27.0,0,3.2,8.44
19,CH Gayle,40.0,38.0,6.0,0.0,105.26,CH Gayle,23.0,31.0,0,3.5,8.86
19,CH Morris,5.0,5.0,0.0,0.0,100.0,CH Morris,50.0,71.0,caughtcaught,8.2,8.66
19,CJ Anderson,15.0,13.0,0.0,1.0,115.38,CJ Anderson,6.0,11.0,caught,1.0,11.0
19,CJ McKay,8.0,15.0,0.0,0.0,53.33,CJ McKay,18.0,24.0,0,3.0,8.0
19,CV Varun,1.0,1.0,0.0,0.0,100.0,CV Varun,51.0,89.0,bowledcaught,8.3,10.72
19,D Kalyankrishna,3.0,8.0,0.0,0.0,37.5,D Kalyankrishna,20.0,35.0,caught,3.2,10.94
19,DJ Bravo,5.0,6.0,1.0,0.0,83.33,DJ Bravo,63.0,97.0,run outcaughtbowled,10.3,9.42
19,DNT Zoysa,1.0,2.0,0.0,0.0,50.0,DNT Zoysa,24.0,33.0,caught and bowled,4.0,8.25
19,DT Christian,9.0,14.0,0.0,0.0,64.29,DT Christian,37.0,51.0,lbwbowled,6.1,8.36
19,GJ Maxwell,37.0,36.0,5.0,0.0,102.78,GJ Maxwell,13.0,13.0,caught,2.1,6.19
19,HH Pandya,14.0,14.0,0.0,1.0,100.0,HH Pandya,6.0,7.0,0,1.0,7.0
19,HV Patel,0.0,9.0,0.0,0.0,0.0,HV Patel,70.0,129.0,caughtcaughtcaughtcaught,11.4,11.32
19,I Sharma,2.0,6.0,0.0,0.0,33.33,I Sharma,52.0,41.0,caughtcaught,8.4,4.88
19,I Udana,1.0,3.0,0.0,0.0,33.33,I Udana,25.0,43.0,caught,4.1,10.49
19,IK Pathan,6.0,10.0,0.0,0.0,60.0,IK Pathan,98.0,119.0,caughtbowledcaughtbowledrun outrun out,16.2,7.35
19,J Theron,2.0,4.0,0.0,0.0,50.0,J Theron,25.0,27.0,0,4.1,6.59
19,JH Kallis,36.0,44.0,3.0,0.0,81.82,JH Kallis,6.0,4.0,0,1.0,4.0
19,JP Faulkner,2.0,1.0,0.0,0.0,200.0,JP Faulkner,20.0,23.0,caughtbowledbowledrun outrun out,3.2,7.19
19,JR Hopes,17.0,14.0,0.0,1.0,121.43,JR Hopes,24.0,36.0,bowled,4.0,9.0
19,KA Jamieson,16.0,13.0,1.0,1.0,123.08,KA Jamieson,19.0,31.0,0,3.1,10.0
19,KA Pollard,47.0,32.0,2.0,4.0,146.88,KA Pollard,8.0,6.0,0,1.2,5.0
19,KC Cariappa,1.0,5.0,0.0,0.0,20.0,KC Cariappa,25.0,38.0,stumped,4.1,9.27
19,KH Pandya,6.0,14.0,0.0,0.0,42.86,KH Pandya,12.0,9.0,0,2.0,4.5
19,KP Pietersen,22.0,21.0,2.0,0.0,104.76,KP Pietersen,26.0,24.0,caught,4.2,5.71
19,Lalit Yadav,1.0,4.0,0.0,0.0,25.0,Lalit Yadav,6.0,8.0,caught,1.0,8.0
19,M Morkel,8.0,3.0,0.0,1.0,266.67,M Morkel,101.0,127.0,bowledcaughtcaughtcaughtcaught,16.5,7.7
19,MC Henriques,16.0,21.0,1.0,0.0,76.19,MC Henriques,19.0,15.0,caughtcaught,3.1,4.84
19,MM Ali,11.0,13.0,1.0,0.0,84.62,MM Ali,14.0,21.0,caught,2.2,9.55
19,MM Patel,1.0,5.0,0.0,0.0,20.0,MM Patel,42.0,62.0,caughtrun out,7.0,8.86
19,MM Sharma,10.0,6.0,0.0,1.0,166.67,MM Sharma,24.0,25.0,caughtcaught,4.0,6.25
19,MR Marsh,2.0,4.0,0.0,0.0,50.0,MR Marsh,25.0,35.0,caughtcaught,4.1,8.54
19,Mohammad Nabi,13.0,17.0,0.0,1.0,76.47,Mohammad Nabi,48.0,41.0,bowledcaught,8.0,5.12
19,Mohammed Siraj,17.0,18.0,1.0,1.0,94.44,Mohammed Siraj,101.0,137.0,caughtbowledcaught,16.5,8.3
19,Navdeep Saini,14.0,17.0,1.0,0.0,82.35,Navdeep Saini,32.0,76.0,0,5.2,14.62
19,PJ Cummins,4.0,3.0,1.0,0.0,133.33,PJ Cummins,26.0,53.0,0,4.2,12.62
19,PP Chawla,8.0,9.0,1.0,0.0,88.89,PP Chawla,72.0,99.0,caughtcaughtrun outcaughtstumped,12.0,8.25
19,PP Ojha,3.0,12.0,0.0,0.0,25.0,PP Ojha,42.0,44.0,caughtcaught,7.0,6.29
19,R Ashwin,11.0,5.0,2.0,0.0,220.0,R Ashwin,74.0,79.0,caught,12.2,6.48
19,R Parag,4.0,4.0,1.0,0.0,100.0,R Parag,6.0,10.0,0,1.0,10.0
19,R Powell,8.0,6.0,0.0,1.0,133.33,R Powell,7.0,17.0,0,1.1,15.45
19,R Tewatia,13.0,9.0,3.0,0.0,144.44,R Tewatia,18.0,26.0,0,3.0,8.67
19,R Vinay Kumar,0.0,1.0,0.0,0.0,0.0,R Vinay Kumar,24.0,30.0,bowledrun outcaught,4.0,7.5
19,RA Jadeja,101.0,62.0,5.0,7.0,162.9,RA Jadeja,66.0,59.0,caughtbowledbowledstumped,11.0,5.36
19,RD Chahar,10.0,7.0,2.0,0.0,142.86,RD Chahar,25.0,22.0,caughtcaught,4.1,5.37
19,RE van der Merwe,9.0,9.0,0.0,1.0,100.0,RE van der Merwe,24.0,29.0,lbw,4.0,7.25
19,RP Singh,2.0,6.0,0.0,0.0,33.33,RP Singh,52.0,61.0,caughtcaught,8.4,7.26
19,RS Bopara,27.0,30.0,1.0,0.0,90.0,RS Bopara,6.0,7.0,caught,1.0,7.0
19,Rashid Khan,6.0,2.0,0.0,1.0,300.0,Rashid Khan,50.0,72.0,bowledbowledrun outcaught,8.2,8.78
19,Rasikh Salam,7.0,6.0,1.0,0.0,116.67,Rasikh Salam,6.0,10.0,0,1.0,10.0
19,S Dhawan,109.0,95.0,10.0,1.0,114.74,S Dhawan,6.0,8.0,caught,1.0,8.0
19,S Kaul,0.0,1.0,0.0,0.0,0.0,S Kaul,50.0,60.0,bowledcaughtcaught,8.2,7.32
19,S Sreesanth,0.0,2.0,0.0,0.0,0.0,S Sreesanth,46.0,53.0,bowledcaught,7.4,7.16
19,SB Bangar,3.0,8.0,0.0,0.0,37.5,SB Bangar,24.0,26.0,run out,4.0,6.5
19,SC Ganguly,1.0,8.0,0.0,0.0,12.5,SC Ganguly,12.0,17.0,0,2.0,8.5
19,SJ Srivastava,0.0,1.0,0.0,0.0,0.0,SJ Srivastava,27.0,50.0,caught,4.3,11.63
19,SN Thakur,41.0,18.0,3.0,3.0,227.78,SN Thakur,45.0,58.0,caughtcaughtcaught,7.3,7.95
19,SP Narine,5.0,5.0,1.0,0.0,100.0,SP Narine,104.0,128.0,lbwcaught,17.2,7.44
19,SR Watson,45.0,33.0,7.0,0.0,136.36,SR Watson,43.0,57.0,caught,7.1,8.03
19,STR Binny,0.0,1.0,0.0,0.0,0.0,STR Binny,6.0,7.0,0,1.0,7.0
19,Sandeep Sharma,10.0,7.0,1.0,0.0,142.86,Sandeep Sharma,43.0,58.0,caughtlbw,7.1,8.17
19,Shahid Afridi,13.0,7.0,1.0,1.0,185.71,Shahid Afridi,18.0,28.0,0,3.0,9.33
19,Shakib Al Hasan,31.0,21.0,3.0,0.0,147.62,Shakib Al Hasan,24.0,23.0,bowled,4.0,5.75
19,UT Yadav,1.0,2.0,0.0,0.0,50.0,UT Yadav,118.0,172.0,caughtcaughtbowledcaughtcaught,19.4,8.87
19,VR Iyer,28.0,20.0,3.0,2.0,140.0,VR Iyer,6.0,14.0,0,1.0,14.0
19,Washington Sundar,24.0,22.0,4.0,0.0,109.09,Washington Sundar,72.0,85.0,caught,12.0,7.08
19,Y Nagar,23.0,12.0,1.0,2.0,191.67,Y Nagar,6.0,13.0,0,1.0,13.0
19,Y Venugopal Rao,22.0,26.0,3.0,0.0,84.62,Y Venugopal Rao,6.0,9.0,0,1.0,9.0
19,YK Pathan,34.0,33.0,1.0,1.0,103.03,YK Pathan,30.0,35.0,lbwcaught,5.0,7.0
19,YS Chahal,8.0,22.0,0.0,0.0,36.36,YS Chahal,106.0,143.0,caughtcaughtcaughtbowledcaughtcaught,17.4,8.22
19,Yuvraj Singh,29.0,25.0,2.0,1.0,116.0,Yuvraj Singh,6.0,12.0,0,1.0,12.0
2,A Mishra,9.0,16.0,0.0,0.0,56.25,A Mishra,103.0,133.0,stumpedcaught,17.1,7.78
2,A Nortje,3.0,1.0,0.0,0.0,300.0,A Nortje,24.0,37.0,0,4.0,9.25
2,A Uniyal,0.0,1.0,0.0,0.0,0.0,A Uniyal,26.0,41.0,lbwcaughtrun out,4.2,9.76
2,AA Jhunjhunwala,14.0,11.0,1.0,1.0,127.27,AA Jhunjhunwala,12.0,27.0,0,2.0,13.5
2,AD Mascarenhas,9.0,9.0,0.0,0.0,100.0,AD Mascarenhas,48.0,54.0,lbwcaughtcaughtbowledcaught,8.0,6.75
2,AD Russell,84.0,39.0,7.0,6.0,215.38,AD Russell,38.0,56.0,caughtlbwcaughtcaughtbowled,6.2,9.03
2,AR Patel,65.0,39.0,4.0,4.0,166.67,AR Patel,90.0,115.0,caughtcaught,15.0,7.67
2,Abhishek Sharma,24.0,11.0,5.0,0.0,218.18,Abhishek Sharma,12.0,17.0,0,2.0,8.5
2,B Lee,9.0,5.0,0.0,1.0,180.0,B Lee,37.0,51.0,caught,6.1,8.36
2,BA Stokes,21.0,15.0,3.0,0.0,140.0,BA Stokes,25.0,36.0,caught,4.1,8.78
2,C Munro,4.0,6.0,0.0,0.0,66.67,C Munro,6.0,7.0,0,1.0,7.0
2,CH Morris,38.0,26.0,3.0,1.0,146.15,CH Morris,43.0,46.0,caught,7.1,6.48
2,CJ Jordan,5.0,6.0,0.0,0.0,83.33,CJ Jordan,28.0,56.0,run out,4.4,12.73
2,CR Brathwaite,6.0,5.0,0.0,1.0,120.0,CR Brathwaite,13.0,11.0,0,2.1,5.24
2,DJ Bravo,1.0,3.0,0.0,0.0,33.33,DJ Bravo,51.0,64.0,caughtcaughtcaught,8.3,7.71
2,DR Sams,7.0,3.0,0.0,1.0,233.33,DR Sams,26.0,57.0,0,4.2,13.57
2,DT Christian,43.0,46.0,1.0,3.0,93.48,DT Christian,55.0,80.0,caught,9.1,8.79
2,DW Steyn,7.0,6.0,1.0,0.0,116.67,DW Steyn,40.0,24.0,caughtbowled,6.4,3.75
2,GJ Maxwell,4.0,11.0,0.0,0.0,36.36,GJ Maxwell,7.0,12.0,0,1.1,10.91
2,HH Pandya,35.0,17.0,1.0,4.0,205.88,HH Pandya,24.0,37.0,caught,4.0,9.25
2,Harbhajan Singh,9.0,7.0,1.0,0.0,128.57,Harbhajan Singh,25.0,21.0,caught,4.1,5.12
2,Harpreet Brar,2.0,2.0,0.0,0.0,100.0,Harpreet Brar,24.0,22.0,caught,4.0,5.5
2,I Sharma,1.0,1.0,0.0,0.0,100.0,I Sharma,41.0,42.0,bowledrun out,6.5,6.46
2,IK Pathan,45.0,25.0,2.0,3.0,180.0,IK Pathan,30.0,56.0,bowledbowled,5.0,11.2
2,Imran Tahir,2.0,2.0,0.0,0.0,100.0,Imran Tahir,48.0,55.0,caughtbowledbowledlbw,8.0,6.88
2,Iqbal Abdulla,1.0,1.0,0.0,0.0,100.0,Iqbal Abdulla,6.0,8.0,0,1.0,8.0
2,J Botha,67.0,47.0,8.0,1.0,142.55,J Botha,24.0,31.0,0,4.0,7.75
2,JA Morkel,73.0,59.0,8.0,1.0,123.73,JA Morkel,37.0,50.0,caught,6.1,8.2
2,JC Archer,1.0,1.0,0.0,0.0,100.0,JC Archer,27.0,80.0,0,4.3,18.6
2,JD Ryder,0.0,2.0,0.0,0.0,0.0,JD Ryder,25.0,14.0,caughtbowledrun out,4.1,3.41
2,JDP Oram,13.0,11.0,0.0,1.0,118.18,JDP Oram,62.0,78.0,0,10.2,7.65
2,JH Kallis,4.0,4.0,1.0,0.0,100.0,JH Kallis,18.0,24.0,bowled,3.0,8.0
2,JP Duminy,86.0,72.0,4.0,4.0,119.44,JP Duminy,25.0,25.0,caught,4.1,6.1
2,JR Hopes,71.0,34.0,10.0,3.0,208.82,JR Hopes,24.0,54.0,lbw,4.0,13.5
2,K Goel,24.0,20.0,2.0,1.0,120.0,K Goel,12.0,25.0,0,2.0,12.5
2,K Gowtham,20.0,14.0,1.0,1.0,142.86,K Gowtham,24.0,39.0,0,4.0,9.75
2,KA Pollard,35.0,25.0,4.0,1.0,140.0,KA Pollard,18.0,45.0,0,3.0,15.0
2,KH Pandya,3.0,6.0,0.0,0.0,50.0,KH Pandya,12.0,21.0,0,2.0,10.5
2,Kamran Khan,3.0,5.0,0.0,0.0,60.0,Kamran Khan,24.0,32.0,0,4.0,8.0
2,Kuldeep Yadav,1.0,2.0,0.0,0.0,50.0,Kuldeep Yadav,60.0,57.0,caughtstumpedcaughtcaughtcaught,10.0,5.7
2,Lalit Yadav,48.0,42.0,4.0,2.0,114.29,Lalit Yadav,12.0,15.0,0,2.0,7.5
2,MM Ali,36.0,24.0,4.0,2.0,150.0,MM Ali,19.0,33.0,0,3.1,10.65
2,MM Patel,0.0,2.0,0.0,0.0,0.0,MM Patel,43.0,66.0,caught and bowledcaught,7.1,9.3
2,MM Sharma,2.0,1.0,0.0,0.0,200.0,MM Sharma,74.0,112.0,bowledcaughtcaughtbowled,12.2,9.18
2,MP Stoinis,89.0,48.0,12.0,3.0,185.42,MP Stoinis,37.0,68.0,caughtcaught,6.1,11.15
2,MR Marsh,20.0,14.0,2.0,2.0,142.86,MR Marsh,25.0,52.0,0,4.1,12.68
2,N Rana,137.0,103.0,14.0,6.0,133.01,N Rana,12.0,18.0,0,2.0,9.0
2,NM Coulter-Nile,12.0,15.0,2.0,0.0,80.0,NM Coulter-Nile,49.0,65.0,caughtbowledcaught,8.1,8.02
2,P Kumar,8.0,10.0,0.0,1.0,80.0,P Kumar,21.0,7.0,caughtcaught,3.3,2.12
2,PJ Cummins,0.0,1.0,0.0,0.0,0.0,PJ Cummins,26.0,60.0,0,4.2,14.29
2,R Ashwin,16.0,14.0,1.0,0.0,114.29,R Ashwin,80.0,98.0,caughtbowledbowledcaughtlbw,13.2,7.42
2,R Bhatia,7.0,9.0,0.0,0.0,77.78,R Bhatia,25.0,21.0,caught and bowledcaughtcaught,4.1,5.12
2,R McLaren,11.0,5.0,2.0,0.0,220.0,R McLaren,26.0,43.0,0,4.2,10.24
2,R Sathish,6.0,6.0,1.0,0.0,100.0,R Sathish,19.0,51.0,caught and bowledrun out,3.1,16.45
2,R Tewatia,9.0,7.0,1.0,0.0,128.57,R Tewatia,24.0,24.0,caught,4.0,6.0
2,R Vinay Kumar,8.0,2.0,2.0,0.0,400.0,R Vinay Kumar,43.0,53.0,bowledcaughtbowled,7.1,7.46
2,RA Jadeja,54.0,47.0,4.0,2.0,114.89,RA Jadeja,12.0,16.0,0,2.0,8.0
2,SK Warne,4.0,10.0,0.0,0.0,40.0,SK Warne,68.0,71.0,caughtcaughtbowledbowled,11.2,6.34
2,SM Curran,123.0,82.0,10.0,5.0,150.0,SM Curran,37.0,72.0,caught,6.1,11.8
2,SN Thakur,30.0,14.0,4.0,1.0,214.29,SN Thakur,74.0,144.0,lbwcaught,12.2,11.8
2,SP Narine,7.0,2.0,0.0,1.0,350.0,SP Narine,43.0,69.0,caught,7.1,9.72
2,ST Jayasuriya,23.0,15.0,3.0,1.0,153.33,ST Jayasuriya,6.0,19.0,0,1.0,19.0
2,Sikandar Raza,16.0,13.0,1.0,1.0,123.08,Sikandar Raza,19.0,26.0,caught,3.1,8.39
2,Sumit Kumar,2.0,10.0,0.0,0.0,20.0,Sumit Kumar,10.0,19.0,0,1.4,13.57
2,T Henderson,11.0,15.0,0.0,1.0,73.33,T Henderson,24.0,30.0,caught,4.0,7.5
2,TG Southee,7.0,3.0,0.0,1.0,233.33,TG Southee,50.0,88.0,caughtcaughtcaught,8.2,10.73
2,YK Pathan,112.0,63.0,10.0,8.0,177.78,YK Pathan,31.0,48.0,0,5.1,9.41
2,Yuvraj Singh,96.0,71.0,7.0,7.0,135.21,Yuvraj Singh,12.0,16.0,0,2.0,8.0
2,Z Khan,4.0,9.0,1.0,0.0,44.44,Z Khan,40.0,51.0,run out,6.4,7.97
20,A Kumble,1.0,1.0,0.0,0.0,100.0,A Kumble,24.0,30.0,0,4.0,7.5
20,A Nehra,0.0,1.0,0.0,0.0,0.0,A Nehra,24.0,11.0,caughtbowledcaughtcaught,4.0,2.75
20,A Nortje,23.0,14.0,4.0,0.0,164.29,A Nortje,55.0,99.0,caughtcaught,9.1,10.88
20,AB McDonald,18.0,14.0,1.0,1.0,128.57,AB McDonald,24.0,42.0,bowledrun outrun outbowled,4.0,10.5
20,AD Russell,17.0,12.0,0.0,2.0,141.67,AD Russell,12.0,16.0,0,2.0,8.0
20,AJ Tye,6.0,6.0,0.0,0.0,100.0,AJ Tye,24.0,35.0,0,4.0,8.75
20,AR Patel,33.0,22.0,5.0,0.0,150.0,AR Patel,96.0,116.0,caughtbowledcaught and bowledcaughtlbwlbw,16.0,7.25
20,AS Rajpoot,2.0,5.0,0.0,0.0,40.0,AS Rajpoot,20.0,42.0,0,3.2,13.12
20,Abhishek Sharma,5.0,7.0,0.0,0.0,71.43,Abhishek Sharma,7.0,14.0,0,1.1,12.73
20,Avesh Khan,7.0,2.0,0.0,1.0,350.0,Avesh Khan,52.0,65.0,bowledretired outcaughtcaughtbowled,8.4,7.74
20,Azhar Mahmood,0.0,1.0,0.0,0.0,0.0,Azhar Mahmood,25.0,22.0,caughtcaughtlbw,4.1,5.37
20,BJ Hodge,48.0,21.0,6.0,2.0,228.57,BJ Hodge,6.0,13.0,caught,1.0,13.0
20,Basil Thampi,0.0,1.0,0.0,0.0,0.0,Basil Thampi,24.0,31.0,lbw,4.0,7.75
20,CH Morris,0.0,3.0,0.0,0.0,0.0,CH Morris,26.0,28.0,caughtlbw,4.2,6.67
20,CJ Anderson,1.0,9.0,0.0,0.0,11.11,CJ Anderson,8.0,18.0,caughtcaught,1.2,15.0
20,D Wiese,22.0,20.0,2.0,1.0,110.0,D Wiese,25.0,47.0,caught,4.1,11.46
20,DJ Bravo,20.0,26.0,2.0,1.0,76.92,DJ Bravo,56.0,90.0,caughtcaughtrun outcaught,9.2,9.78
20,DJ Hooda,26.0,31.0,3.0,0.0,83.87,DJ Hooda,6.0,8.0,0,1.0,8.0
20,DJ Hussey,12.0,15.0,0.0,0.0,80.0,DJ Hussey,6.0,14.0,0,1.0,14.0
20,DJG Sammy,10.0,6.0,1.0,1.0,166.67,DJG Sammy,12.0,20.0,bowled,2.0,10.0
20,DR Smith,40.0,33.0,3.0,3.0,121.21,DR Smith,7.0,17.0,0,1.1,15.45
20,DT Christian,29.0,19.0,2.0,1.0,152.63,DT Christian,26.0,43.0,bowled,4.2,10.24
20,DW Steyn,8.0,9.0,1.0,0.0,88.89,DW Steyn,73.0,106.0,caughtrun outcaughtcaught,12.1,8.76
20,HV Patel,6.0,5.0,0.0,1.0,120.0,HV Patel,51.0,61.0,caughtcaught,8.3,7.35
20,Harbhajan Singh,7.0,9.0,1.0,0.0,77.78,Harbhajan Singh,48.0,41.0,stumped,8.0,5.12
20,IK Pathan,8.0,13.0,0.0,0.0,61.54,IK Pathan,39.0,33.0,caughtbowledcaughtbowled,6.3,5.24
20,J Botha,14.0,9.0,0.0,1.0,155.56,J Botha,24.0,30.0,0,4.0,7.5
20,J Suchith,14.0,6.0,2.0,1.0,233.33,J Suchith,24.0,21.0,run out,4.0,5.25
20,JA Morkel,44.0,25.0,3.0,4.0,176.0,JA Morkel,45.0,77.0,lbwrun outbowled,7.3,10.55
20,JA Richardson,2.0,2.0,0.0,0.0,100.0,JA Richardson,25.0,40.0,0,4.1,9.76
20,JC Archer,24.0,11.0,3.0,1.0,218.18,JC Archer,25.0,38.0,caught,4.1,9.27
20,JH Kallis,28.0,37.0,3.0,0.0,75.68,JH Kallis,49.0,61.0,caughtbowledcaught,8.1,7.53
20,JO Holder,8.0,14.0,2.0,0.0,57.14,JO Holder,24.0,50.0,lbwcaught,4.0,12.5
20,JP Duminy,117.0,92.0,7.0,5.0,127.17,JP Duminy,19.0,23.0,caught,3.1,7.42
20,K Goel,12.0,12.0,0.0,1.0,100.0,K Goel,13.0,12.0,0,2.1,5.71
20,K Gowtham,0.0,2.0,0.0,0.0,0.0,K Gowtham,24.0,32.0,caughtbowled,4.0,8.0
20,KA Pollard,78.0,50.0,3.0,6.0,156.0,KA Pollard,37.0,60.0,caught,6.1,9.84
20,KH Pandya,34.0,32.0,2.0,1.0,106.25,KH Pandya,12.0,22.0,0,2.0,11.0
20,Kuldeep Yadav,7.0,7.0,1.0,0.0,100.0,Kuldeep Yadav,24.0,25.0,caughtcaught,4.0,6.25
20,Lalit Yadav,7.0,11.0,0.0,0.0,63.64,Lalit Yadav,31.0,45.0,caught,5.1,8.82
20,MA Starc,9.0,6.0,1.0,0.0,150.0,MA Starc,24.0,29.0,bowled,4.0,7.25
20,MM Ali,32.0,19.0,1.0,3.0,168.42,MM Ali,24.0,22.0,lbw,4.0,5.5
20,MM Sharma,2.0,6.0,0.0,0.0,33.33,MM Sharma,24.0,39.0,0,4.0,9.75
20,MP Stoinis,55.0,37.0,2.0,5.0,148.65,MP Stoinis,6.0,12.0,0,1.0,12.0
20,MR Marsh,0.0,4.0,0.0,0.0,0.0,MR Marsh,12.0,19.0,caughtcaught,2.0,9.5
20,MS Gony,42.0,19.0,4.0,3.0,221.05,MS Gony,51.0,57.0,caughtbowled,8.3,6.87
20,Mohammed Siraj,1.0,5.0,0.0,0.0,20.0,Mohammed Siraj,35.0,37.0,caughtrun outlbwcaught,5.5,6.73
20,NLTC Perera,12.0,9.0,0.0,1.0,133.33,NLTC Perera,21.0,28.0,caughtcaught,3.3,8.48
20,P Kumar,1.0,3.0,0.0,0.0,33.33,P Kumar,53.0,78.0,caughtcaughtrun outrun out,8.5,9.18
20,P Negi,0.0,1.0,0.0,0.0,0.0,P Negi,44.0,49.0,caughtstumped,7.2,6.81
20,PP Chawla,19.0,16.0,3.0,0.0,118.75,PP Chawla,66.0,112.0,caught,11.0,10.18
20,PVD Chameera,13.0,9.0,2.0,0.0,144.44,PVD Chameera,26.0,23.0,0,4.2,5.48
